sex,height,weight,exp,max_boulder,max_sport,days,maxhang,pullup,weightedpull,max_boulder_numeric,max_sport_numeric,strength_to_weight_pullup,strength_to_weight_weightpull,strength_to_weight_maxhang,pushup,bmi_score,max_sport_french,ohll,trainexp,longcamp,ohpr,age,dl,shortcamp,span,continuous,season,repeaters1
1,185.0,74.0,2,V6,7b,8,0.0,0,0.0,5.0,13.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,180.0,78.0,14,V10,7c+,16,52.5,30,57.0,9.0,16.0,0.38461538461538464,1.7307692307692308,1.6730769230769231,,,,,,,,,,,,,,
1,177.5,72.0,10,V6,7b+,12,0.0,0,0.0,5.0,14.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,178.0,72.0,0,V4,0,12,0.0,0,0.0,3.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,172.0,57.0,1,V6,7b,12,0.0,0,0.0,5.0,13.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,180.0,82.0,3,V6,7a+,4,0.0,10,0.0,5.0,12.0,0.12195121951219512,1.0,1.0,,,,,,,,,,,,,,
1,185.0,88.45,10,V9,4a,12,27.21,20,60.0,8.0,,0.22611644997173544,1.6783493499152062,1.307631430186546,,,,,,,,,,,,,,
1,174.0,75.0,2,V5,7a+,12,0.0,12,0.0,4.0,12.0,0.16,1.0,1.0,,,,,,,,,,,,,,
1,183.0,85.0,2,V5,6c,12,1.0,0,0.0,4.0,9.0,0.0,1.0,1.011764705882353,,,,,,,,,,,,,,
1,176.0,68.0,2,V8,0,8,0.0,0,0.0,7.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,180.0,64.0,4,V0,8a,16,46.0,0,0.0,,17.0,0.0,1.0,1.71875,,,,,,,,,,,,,,
1,171.0,59.0,1,V7,7c+,12,0.0,0,0.0,6.0,16.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,180.0,70.0,8,V11,8b+,16,57.0,28,35.0,10.0,20.0,0.4,1.5,1.8142857142857143,,,,,,,,,,,,,,
1,179.0,72.0,2,V6,7a,20,0.0,0,35.0,5.0,11.0,0.0,1.4861111111111112,1.0,,,,,,,,,,,,,,
1,172.0,88.0,10,V8,0,12,45.0,12,0.0,7.0,0.0,0.13636363636363635,1.0,1.5113636363636365,,,,,,,,,,,,,,
1,180.0,70.0,8,V9,7c+,16,58.0,0,0.0,8.0,16.0,0.0,1.0,1.8285714285714285,,,,,,,,,,,,,,
1,173.0,64.0,10,V12,0,28,60.0,37,50.0,11.0,0.0,0.578125,1.78125,1.9375,,,,,,,,,,,,,,
1,178.0,68.0,10,V0,8b,16,36.0,0,25.0,,19.0,0.0,1.3676470588235294,1.5294117647058822,,,,,,,,,,,,,,
1,162.0,53.0,2,V5,6c,8,0.0,20,0.0,4.0,9.0,0.37735849056603776,1.0,1.0,,,,,,,,,,,,,,
1,173.0,63.0,7,V13,0,16,0.0,25,75.0,12.0,0.0,0.3968253968253968,2.1904761904761907,1.0,,,,,,,,,,,,,,
1,185.0,100.0,2,V5,5c,8,0.0,20,30.0,4.0,4.0,0.2,1.3,1.0,,,,,,,,,,,,,,
1,185.0,65.0,2,V7,7c,8,0.0,6,0.0,6.0,15.0,0.09230769230769231,1.0,1.0,,,,,,,,,,,,,,
1,191.0,113.0,0,V3,5c,8,0.0,0,0.0,2.0,4.0,0.0,1.0,1.0,,,,,,,,,,,,,,
1,172.0,75.0,1,V4,5c,12,0.0,20,0.0,3.0,4.0,0.26666666666666666,1.0,1.0,,,,,,,,,,,,,,
1,170.0,68.0,2,V5,4a,4,0.0,15,15.0,4.0,,0.22058823529411764,1.2205882352941178,1.0,,,,,,,,,,,,,,
1,175.26,70.3,1,V7,7a+,24,0.0,17,25.0,6.0,12.0,0.24182076813655762,1.3556187766714083,1.0,,,,,,,,,,,,,,
2,167.0,70.0,8,V11,7c+,20,0.0,12,18.0,10.0,16.0,0.17142857142857143,1.2571428571428571,1.0,,,,,,,,,,,,,,
2,162.56,56.699,10,V6,7b,12,0.0,5,0.0,5.0,13.0,0.0881849768073511,1.0,1.0,,,,,,,,,,,,,,
1,175.0,63.5,5,V8,0,20,30.0,30,40.0,7.0,0.0,0.47244094488188976,1.6299212598425197,1.4724409448818898,,,,,,,,,,,,,,
1,178.0,66.0,3,V6,7b,12,0.0,16,0.0,5.0,13.0,0.24242424242424243,1.0,1.0,,,,,,,,,,,,,,
1,187.0,72.0,3,V8,7b,12,20.0,18,20.0,7.0,13.0,0.25,1.2777777777777777,1.2777777777777777,,,,,,,,,,,,,,
1,175.0,64.0,3,V6,7b,12,0.0,18,20.0,5.0,13.0,0.28125,1.3125,1.0,,,,,,,,,,,,,,
2,167.0,73.0,0,V2,4b,8,0.0,0,0.0,,,0.0,1.0,1.0,,,,,,,,,,,,,,
1,183.0,67.0,1,V6,7b,12,0.0,18,10.0,5.0,13.0,0.26865671641791045,1.1492537313432836,1.0,,,,,,,,,,,,,,
